text,sentiment,aspect
logistics and shipping speed were lackluster.,Neutral,Delivery
I found the item to be inadequate!,Negative,Product Quality
pricing is absolutely mediocre.,Neutral,Pricing
Customer service was middle-of-the-road!,Neutral,Customer Service
The product is undistinguished.,Neutral,Product Quality
The build material is unbeatable!,Positive,Product Quality
"It took forever to arrive, deplorable shipping!",Negative,Delivery
The support team is bland!,Neutral,Customer Service
the package arrived first-rate.,Positive,Delivery
Delivery was worst.,Negative,Delivery
the app is broken.,Negative,App/Website
The product is defective.,Negative,Product Quality
"For the cost, this is standard!",Neutral,Pricing
logistics and shipping speed were horrible.,Negative,Delivery
My experience with the agent was adequate!,Neutral,Customer Service
the user interface is outstanding.,Positive,App/Website
"App keeps crashing, appalling experience!",Negative,App/Website
Quality is useless!,Negative,Product Quality
Delivery was unacceptable.,Negative,Delivery
The website is magnificent.,Positive,App/Website
"Support replied immediately, passable service.",Neutral,Customer Service
my experience with the agent was immaculate.,Positive,Customer Service
Logistics and shipping speed were outstanding.,Positive,Delivery
value for money is fine.,Neutral,Pricing
shipping was inferior.,Negative,Delivery
"It is too expensive, average value.",Neutral,Pricing
quality is appalling.,Negative,Product Quality
The price is undistinguished.,Neutral,Pricing
"it took forever to arrive, glorious shipping.",Positive,Delivery
the package arrived glorious.,Positive,Delivery
"This product is exactly what I expected, absolutely stellar!",Positive,Product Quality
"This product is exactly what I expected, absolutely first-rate.",Positive,Product Quality
"For the cost, this is exquisite.",Positive,Pricing
"Support replied immediately, unbearable service!",Negative,Customer Service
"This product is exactly what I expected, absolutely fantastic!",Positive,Product Quality
the website is bland.,Neutral,App/Website
"app keeps crashing, lackluster experience.",Neutral,App/Website
Quality is immaculate.,Positive,Product Quality
"Support replied immediately, undistinguished service.",Neutral,Customer Service
I found the item to be magnificent.,Positive,Product Quality
shipping was undistinguished.,Neutral,Delivery
the support team is defective.,Negative,Customer Service
quality is undistinguished.,Neutral,Product Quality
Shipping was lousy!,Negative,Delivery
"This product is exactly what I expected, absolutely love!",Positive,Product Quality
Value for money is unremarkable.,Neutral,Pricing
Logistics and shipping speed were bad!,Negative,Delivery
Delivery was lousy.,Negative,Delivery
Navigation is flawless!,Positive,App/Website
The product is unparalleled!,Positive,Product Quality
Shipping was revolting.,Negative,Delivery
"support replied immediately, subpar service.",Negative,Customer Service
"support replied immediately, impressive service.",Positive,Customer Service
Delivery was phenomenal!,Positive,Delivery
"For the cost, this is deplorable!",Negative,Pricing
Navigation is horrible!,Negative,App/Website
The package arrived passable.,Neutral,Delivery
Customer service was inferior!,Negative,Customer Service
"they ignored my emails, fine support.",Neutral,Customer Service
The build material is terrible.,Negative,Product Quality
"It took forever to arrive, mediocre shipping.",Neutral,Delivery
"support replied immediately, cheap service.",Negative,Customer Service
"Support replied immediately, love service.",Positive,Customer Service
The price is atrocious!,Negative,Pricing
Customer service was vile.,Negative,Customer Service
Value for money is worst.,Negative,Pricing
The product is top-notch.,Positive,Product Quality
customer service was defective.,Negative,Customer Service
The user interface is unbeatable.,Positive,App/Website
navigation is so-so.,Neutral,App/Website
the user interface is unacceptable.,Negative,App/Website
The price is passable.,Neutral,Pricing
value for money is average.,Neutral,Pricing
My experience with the agent was stellar!,Positive,Customer Service
"It is too expensive, fair value!",Neutral,Pricing
"they ignored my emails, appalling support.",Negative,Customer Service
My experience with the agent was breathtaking!,Positive,Customer Service
"App keeps crashing, brilliant experience!",Positive,App/Website
My experience with the agent was acceptable.,Neutral,Customer Service
The price is trash.,Negative,Pricing
"for the cost, this is broken.",Negative,Pricing
The user interface is terrible.,Negative,App/Website
The support team is standard.,Neutral,Customer Service
Navigation is adequate!,Neutral,App/Website
the package arrived hate.,Negative,Delivery
"it is too expensive, lackluster value.",Neutral,Pricing
"for the cost, this is standard.",Neutral,Pricing
the user interface is perfect.,Positive,App/Website
"this product is exactly what i expected, absolutely glorious.",Positive,Product Quality
"This product is exactly what I expected, absolutely wonderful!",Positive,Product Quality
The user interface is pathetic!,Negative,App/Website
Pricing is absolutely bland.,Neutral,Pricing
the user interface is top-notch.,Positive,App/Website
I found the item to be good!,Positive,Product Quality
The build material is hate!,Negative,Product Quality
The price is unremarkable!,Neutral,Pricing
"for the cost, this is poor.",Negative,Pricing
the website is unbeatable.,Positive,App/Website
"App keeps crashing, inadequate experience.",Negative,App/Website
shipping was terrible.,Negative,Delivery
the app is magnificent.,Positive,App/Website
the price is flawless.,Positive,Pricing
my experience with the agent was middle-of-the-road.,Neutral,Customer Service
pricing is absolutely magnificent.,Positive,Pricing
"support replied immediately, unbearable service.",Negative,Customer Service
My experience with the agent was superb!,Positive,Customer Service
The app is run-of-the-mill!,Neutral,App/Website
"it took forever to arrive, appalling shipping.",Negative,Delivery
The app is middle-of-the-road!,Neutral,App/Website
Value for money is magnificent.,Positive,Pricing
The user interface is fair!,Neutral,App/Website
"it is too expensive, adequate value.",Neutral,Pricing
The product is poor.,Negative,Product Quality
I found the item to be bad.,Negative,Product Quality
"It is too expensive, passable value!",Neutral,Pricing
"Honestly, the product feels good!",Positive,Product Quality
i found the item to be exceptional.,Positive,Product Quality
Delivery was ok.,Neutral,Delivery
the app is fair.,Neutral,App/Website
"app keeps crashing, average experience.",Neutral,App/Website
The website is brilliant!,Positive,App/Website
The support team is inadequate.,Negative,Customer Service
"They ignored my emails, great support.",Positive,Customer Service
I found the item to be so-so.,Neutral,Product Quality
"app keeps crashing, awesome experience.",Positive,App/Website
Logistics and shipping speed were dreadful!,Negative,Delivery
the support team is average.,Neutral,Customer Service
Pricing is absolutely exquisite.,Positive,Pricing
value for money is flawless.,Positive,Pricing
The support team is poor!,Negative,Customer Service
"app keeps crashing, trash experience.",Negative,App/Website
the website is glorious.,Positive,App/Website
My experience with the agent was love!,Positive,Customer Service
The price is breathtaking!,Positive,Pricing
Navigation is okay!,Neutral,App/Website
The support team is acceptable.,Neutral,Customer Service
the product is tolerable.,Neutral,Product Quality
"support replied immediately, vile service.",Negative,Customer Service
"Support replied immediately, excellent service.",Positive,Customer Service
"It took forever to arrive, immaculate shipping!",Positive,Delivery
"It took forever to arrive, wonderful shipping!",Positive,Delivery
Navigation is top-notch.,Positive,App/Website
"For the cost, this is flawless.",Positive,Pricing
The app is so-so!,Neutral,App/Website
"This product is exactly what I expected, absolutely phenomenal.",Positive,Product Quality
"Support replied immediately, exceptional service.",Positive,Customer Service
shipping was inadequate.,Negative,Delivery
The package arrived excellent.,Positive,Delivery
The user interface is middle-of-the-road!,Neutral,App/Website
Navigation is splendid.,Positive,App/Website
"Honestly, the product feels amazing.",Positive,Product Quality
The app is splendid.,Positive,App/Website
The support team is magnificent!,Positive,Customer Service
quality is middle-of-the-road.,Neutral,Product Quality
The app is glorious.,Positive,App/Website
the build material is repulsive.,Negative,Product Quality
"It is too expensive, lackluster value.",Neutral,Pricing
delivery was acceptable.,Neutral,Delivery
"It is too expensive, unparalleled value.",Positive,Pricing
my experience with the agent was so-so.,Neutral,Customer Service
i found the item to be deplorable.,Negative,Product Quality
The support team is garbage.,Negative,Customer Service
The package arrived poor.,Negative,Delivery
"Support replied immediately, impressive service!",Positive,Customer Service
Customer service was great!,Positive,Customer Service
logistics and shipping speed were cheap.,Negative,Delivery
the package arrived disgusting.,Negative,Delivery
"Honestly, the product feels so-so.",Neutral,Product Quality
"It is too expensive, subpar value.",Negative,Pricing
Customer service was atrocious.,Negative,Customer Service
