text,sentiment,aspect
the price is fantastic.,Positive,Pricing
The package arrived hated!,Negative,Delivery
the app is average.,Neutral,App/Website
The user interface is outstanding.,Positive,App/Website
navigation is cheap.,Negative,App/Website
The package arrived decent.,Neutral,Delivery
"For the cost, this is terrible.",Negative,Pricing
"For the cost, this is okay!",Neutral,Pricing
"It is too expensive, outstanding value!",Positive,Pricing
delivery was useless.,Negative,Delivery
Shipping was fantastic.,Positive,Delivery
"app keeps crashing, awesome experience.",Positive,App/Website
The app is fair!,Neutral,App/Website
Navigation is fine.,Neutral,App/Website
The price is hate.,Negative,Pricing
customer service was okay.,Neutral,Customer Service
"Support replied immediately, worst service!",Negative,Customer Service
The user interface is mediocre!,Neutral,App/Website
Quality is brilliant!,Positive,Product Quality
I found the item to be outstanding!,Positive,Product Quality
"It took forever to arrive, bad shipping.",Negative,Delivery
logistics and shipping speed were excellent.,Positive,Delivery
"App keeps crashing, phenomenal experience.",Positive,App/Website
"They ignored my emails, hated support.",Negative,Customer Service
Navigation is average!,Neutral,App/Website
The product is ok!,Neutral,Product Quality
The support team is okay.,Neutral,Customer Service
the product is hated.,Negative,Product Quality
delivery was terrible.,Negative,Delivery
"App keeps crashing, awesome experience!",Positive,App/Website
the app is standard.,Neutral,App/Website
Navigation is worst.,Negative,App/Website
The support team is flawless.,Positive,Customer Service
Shipping was bad.,Negative,Delivery
Customer service was brilliant.,Positive,Customer Service
"app keeps crashing, bad experience.",Negative,App/Website
The product is average!,Neutral,Product Quality
the app is dreadful.,Negative,App/Website
"Honestly, the product feels broken!",Negative,Product Quality
The app is love!,Positive,App/Website
"app keeps crashing, passable experience.",Neutral,App/Website
Shipping was cheap!,Negative,Delivery
"App keeps crashing, poor experience!",Negative,App/Website
The app is hate.,Negative,App/Website
My experience with the agent was average!,Neutral,Customer Service
the product is poor.,Negative,Product Quality
Customer service was good!,Positive,Customer Service
Customer service was awful!,Negative,Customer Service
"Honestly, the product feels standard.",Neutral,Product Quality
"It took forever to arrive, worst shipping!",Negative,Delivery
"For the cost, this is unacceptable!",Negative,Pricing
The support team is horrible!,Negative,Customer Service
shipping was cheap.,Negative,Delivery
"Honestly, the product feels fantastic!",Positive,Product Quality
Quality is ok!,Neutral,Product Quality
Logistics and shipping speed were cheap!,Negative,Delivery
The package arrived outstanding!,Positive,Delivery
value for money is impressive.,Positive,Pricing
"It is too expensive, disappointing value!",Negative,Pricing
logistics and shipping speed were unacceptable.,Negative,Delivery
Quality is stellar.,Positive,Product Quality
Shipping was poor.,Negative,Delivery
"they ignored my emails, trash support.",Negative,Customer Service
"honestly, the product feels bad.",Negative,Product Quality
customer service was good.,Positive,Customer Service
Shipping was phenomenal!,Positive,Delivery
the price is hate.,Negative,Pricing
I found the item to be okay!,Neutral,Product Quality
"They ignored my emails, loved support.",Positive,Customer Service
Value for money is hated.,Negative,Pricing
quality is excellent.,Positive,Product Quality
"They ignored my emails, superb support.",Positive,Customer Service
"This product is exactly what I expected, absolutely flawless!",Positive,Product Quality
Logistics and shipping speed were excellent.,Positive,Delivery
"this product is exactly what i expected, absolutely passable.",Neutral,Product Quality
"They ignored my emails, fine support!",Neutral,Customer Service
Quality is horrible!,Negative,Product Quality
The app is cheap.,Negative,App/Website
i found the item to be average.,Neutral,Product Quality
The build material is decent.,Neutral,Product Quality
Quality is broken.,Negative,Product Quality
"For the cost, this is okay.",Neutral,Pricing
The price is wonderful.,Positive,Pricing
the build material is phenomenal.,Positive,Product Quality
Quality is hate.,Negative,Product Quality
"for the cost, this is brilliant.",Positive,Pricing
Logistics and shipping speed were trash!,Negative,Delivery
Customer service was poor.,Negative,Customer Service
Quality is perfect.,Positive,Product Quality
Shipping was impressive.,Positive,Delivery
delivery was poor.,Negative,Delivery
The product is fantastic.,Positive,Product Quality
I found the item to be superb!,Positive,Product Quality
My experience with the agent was hated.,Negative,Customer Service
"Support replied immediately, amazing service!",Positive,Customer Service
The product is fantastic!,Positive,Product Quality
the user interface is superb.,Positive,App/Website
"for the cost, this is great.",Positive,Pricing
"This product is exactly what I expected, absolutely outstanding.",Positive,Product Quality
"it is too expensive, awesome value.",Positive,Pricing
"This product is exactly what I expected, absolutely stellar!",Positive,Product Quality
"App keeps crashing, useless experience!",Negative,App/Website
The website is stellar!,Positive,App/Website
My experience with the agent was ok.,Neutral,Customer Service
The user interface is useless!,Negative,App/Website
"This product is exactly what I expected, absolutely bad!",Negative,Product Quality
"Honestly, the product feels cheap.",Negative,Product Quality
"For the cost, this is mediocre.",Neutral,Pricing
"App keeps crashing, mediocre experience!",Neutral,App/Website
The user interface is fine!,Neutral,App/Website
"support replied immediately, average service.",Neutral,Customer Service
The package arrived cheap.,Negative,Delivery
Quality is ok.,Neutral,Product Quality
the app is unacceptable.,Negative,App/Website
the package arrived garbage.,Negative,Delivery
"Support replied immediately, awful service.",Negative,Customer Service
"App keeps crashing, wonderful experience.",Positive,App/Website
"This product is exactly what I expected, absolutely trash!",Negative,Product Quality
shipping was excellent.,Positive,Delivery
The product is decent!,Neutral,Product Quality
The build material is trash!,Negative,Product Quality
Quality is amazing!,Positive,Product Quality
pricing is absolutely broken.,Negative,Pricing
"Support replied immediately, okay service.",Neutral,Customer Service
The website is love!,Positive,App/Website
Customer service was okay!,Neutral,Customer Service
"this product is exactly what i expected, absolutely brilliant.",Positive,Product Quality
I found the item to be perfect.,Positive,Product Quality
"It took forever to arrive, mediocre shipping.",Neutral,Delivery
"It took forever to arrive, garbage shipping!",Negative,Delivery
"For the cost, this is terrible!",Negative,Pricing
"They ignored my emails, outstanding support!",Positive,Customer Service
Quality is superb!,Positive,Product Quality
The price is cheap.,Negative,Pricing
The user interface is wonderful.,Positive,App/Website
customer service was fair.,Neutral,Customer Service
The package arrived garbage!,Negative,Delivery
Customer service was ok.,Neutral,Customer Service
i found the item to be fine.,Neutral,Product Quality
"It took forever to arrive, unacceptable shipping!",Negative,Delivery
"support replied immediately, outstanding service.",Positive,Customer Service
customer service was cheap.,Negative,Customer Service
logistics and shipping speed were fine.,Neutral,Delivery
"App keeps crashing, trash experience.",Negative,App/Website
"It is too expensive, fine value.",Neutral,Pricing
"support replied immediately, poor service.",Negative,Customer Service
the website is unacceptable.,Negative,App/Website
"For the cost, this is great.",Positive,Pricing
Customer service was dreadful!,Negative,Customer Service
"It is too expensive, amazing value.",Positive,Pricing
"it is too expensive, excellent value.",Positive,Pricing
Value for money is perfect.,Positive,Pricing
The product is horrible.,Negative,Product Quality
The user interface is disappointing!,Negative,App/Website
the support team is amazing.,Positive,Customer Service
the price is dreadful.,Negative,Pricing
The product is brilliant.,Positive,Product Quality
"Support replied immediately, good service!",Positive,Customer Service
"They ignored my emails, perfect support.",Positive,Customer Service
Logistics and shipping speed were excellent!,Positive,Delivery
i found the item to be fantastic.,Positive,Product Quality
Shipping was outstanding!,Positive,Delivery
"Honestly, the product feels love!",Positive,Product Quality
Delivery was decent.,Neutral,Delivery
"app keeps crashing, great experience.",Positive,App/Website
shipping was decent.,Neutral,Delivery
Shipping was good.,Positive,Delivery
"It took forever to arrive, horrible shipping.",Negative,Delivery
"App keeps crashing, fantastic experience!",Positive,App/Website
"It is too expensive, brilliant value!",Positive,Pricing
Customer service was wonderful.,Positive,Customer Service
The product is love!,Positive,Product Quality
quality is fantastic.,Positive,Product Quality
The website is poor.,Negative,App/Website
The app is amazing!,Positive,App/Website
"It is too expensive, terrible value.",Negative,Pricing
